1527942;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1545134;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1545550;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1545861;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1546294;1114;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1546607;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1553558;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1554492;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1560638;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
156326;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1570333;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1571407;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1575131;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1578312;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1585488;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1610274;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1614847;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1629233;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1629494;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1633361;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1655288;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1657449;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1659152;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1665722;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1671250;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1671254;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1671827;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1680345;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1687390;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1694878;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1695080;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1695294;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1697702;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1698585;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1700511;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1713195;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1716286;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1719882;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1723424;1114;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1726331;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1730949;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1736841;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1739440;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1740746;1114;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1744211;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1766253;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1774249;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1777057;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1791621;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1800062;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1805820;1114;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1807957;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1839810;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1889161;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1889303;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1897692;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1932274;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1935291;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1986680;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
1997862;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2008489;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2051179;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2051962;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2052075;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2052171;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2055212;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2055743;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2058367;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2074744;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2082690;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2144237;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2176321;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2183333;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2184663;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2184706;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2208570;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2222008;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2224264;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2231688;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2231745;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2239548;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2275784;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2277123;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2291146;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2298822;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2301063;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2301224;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2306862;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2317489;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2318350;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2318390;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2326382;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2326436;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2326441;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2327828;1114;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2336015;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2336606;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2337373;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2337374;1114;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2337723;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2340125;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2341246;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2343793;1114;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2345361;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2348151;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2349850;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2354783;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2355751;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2398643;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2402624;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2402628;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2402646;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2402649;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2413226;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2414289;1114;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2418867;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2432202;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2483857;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2500637;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2503656;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2521330;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2541942;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2543800;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2544388;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2544479;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2546605;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2575786;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2580167;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2637828;1114;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2648270;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2654994;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2728275;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2741491;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
28083;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
2884023;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3024904;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3054767;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3071111;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3133110;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3134699;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3139941;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3141350;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3149272;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3170335;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3235771;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3245582;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
329262;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
329840;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
330113;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
330155;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
330159;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
330261;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
330283;1304;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
330349;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
330365;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3303827;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
330418;1503;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
330506;1304;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
330509;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
330573;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
330721;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
330827;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
330841;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
331019;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
331042;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
331444;1503;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
331586;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
331877;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
331940;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
331952;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
332294;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
332312;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
332568;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
332624;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
332697;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
332903;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
333027;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3330285;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
333086;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
333321;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
333393;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
334064;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
334936;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
335033;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
335045;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
335092;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
335324;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
335325;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
335334;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
335559;1114;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
335560;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
335801;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
336520;1114;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
336728;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
336892;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
336976;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
336978;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
336979;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
337008;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
337048;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
337123;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
337171;1304;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
337173;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
337174;1108;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
337184;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
337185;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
337193;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
337206;1304;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
337267;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
337272;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
337791;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
337904;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
338102;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
338280;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
338305;1304;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
338325;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
338341;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
338370;1305;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
338404;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3412577;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
3503651;1114;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
407511;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
426499;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
4890129;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
6330863;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
6332695;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
6335791;1301;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
6337241;1302;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
6337399;1307;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
6338063;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
664510;1411;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
7333022;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
8330796;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
8330862;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
8334047;1109;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
985872;1303;NAO INDENTIFICADO;naoidentificado@ufcg.edu.br
